sourceText,text,level,part,translation,exampleJa,exampleEn,status,issues,notes
inhale,inhale,1,1,吸い込む,煙を吸い込まないように注意してください。,Please be careful not to inhale the smoke.,ready,,curated_batch15
overrate,overrate,1,2,過大評価する,一度の成功だけで自分の能力を過大評価してはいけない。,You should not overrate your abilities after just one success.,ready,,curated_batch15
sympathize,sympathize,1,2,同情する / 共感する,多くの人が被害者の立場に共感した。,Many people sympathized with the victims.,ready,,curated_batch15
glide,glide,1,2,滑るように進む,白鳥が湖の上を静かに滑るように進んだ。,The swan glided quietly across the lake.,ready,,curated_batch15
kidnap,kidnap,1,2,誘拐する,警察は子どもを誘拐した疑いのある男を捜している。,The police are searching for a man suspected of kidnapping a child.,ready,,curated_batch15
simmer,simmer,1,2,とろ火で煮る,そのスープは弱火でしばらく煮る必要がある。,The soup needs to simmer for a while over low heat.,ready,,curated_batch15
thaw,thaw,1,2,解ける / 解凍する,春になると凍った地面が少しずつ解け始める。,The frozen ground begins to thaw little by little in spring.,ready,,curated_batch15
unfold,unfold,1,2,展開する / 広げる,その会議では予想外の出来事が次々に展開した。,Unexpected events unfolded one after another at the meeting.,ready,,curated_batch15
detain,detain,1,2,拘束する / 引き留める,警察は事情を聞くためにその男を一時拘束した。,The police detained the man for questioning.,ready,,curated_batch15
puncture,puncture,1,2,穴をあける,とがった金属片がタイヤに穴をあけた。,A sharp piece of metal punctured the tire.,ready,,curated_batch15
strangle,strangle,1,2,締めつける,,High costs can strangle small businesses.,ready,,curated_batch43
hygiene,hygiene,1,2,衛生,食品を扱う職場では衛生管理が特に重要だ。,Hygiene control is especially important in workplaces that handle food.,ready,,curated_batch15
oppression,oppression,1,2,抑圧,その物語は長年の抑圧からの解放を描いている。,The story depicts liberation from years of oppression.,ready,,curated_batch15
collaboration,collaboration,1,2,協力 / 共同作業,大学と企業の協力で新しい研究施設が作られた。,A new research center was built through collaboration between the university and the company.,ready,,curated_batch15
harbor,harbor,1,2,港,漁船が夕方までに港へ戻ってきた。,The fishing boats returned to the harbor by evening.,ready,,curated_batch15
lawn,lawn,1,2,芝生,子どもたちは広い芝生の上で遊んでいた。,The children were playing on the wide lawn.,ready,,curated_batch15
pedestrian,pedestrian,1,2,歩行者,歩行者の安全を守るために新しい信号が設置された。,New traffic lights were installed to protect pedestrians.,ready,,curated_batch15
racism,racism,1,2,人種差別,その授業では歴史の中の人種差別について学んだ。,The class learned about racism in history.,ready,,curated_batch15
summit,summit,1,2,首脳会談 / 山頂,各国の首脳は気候問題について首脳会談を開いた。,World leaders held a summit on climate issues.,ready,,curated_batch16
bug,bug,1,2,虫 / 不具合,,A bug in the program caused the app to crash.,ready,,curated_batch17
maternity,maternity,1,2,母性 / 出産,その病院には出産を支える専門の病棟がある。,The hospital has a ward specializing in maternity care.,ready,,curated_batch16
certainty,certainty,1,2,確実性 / 確信,将来のことを確実に予測するのは難しい。,It is difficult to predict the future with certainty.,ready,,curated_batch16
imbalance,imbalance,1,2,不均衡 / アンバランス,食生活の不均衡が健康問題につながることがある。,An imbalance in diet can lead to health problems.,ready,,curated_batch16
incidence,incidence,1,2,発生率 / 発生,その病気の発生率はここ数年で下がっている。,The incidence of the disease has decreased in recent years.,ready,,curated_batch16
pit,pit,1,2,穴 / くぼみ,道路に大きな穴ができていたので修理が必要だった。,A large pit had formed in the road and needed repair.,ready,,curated_batch16
texture,texture,1,2,手触り / 質感,その布はやわらかい質感で人気がある。,The fabric is popular for its soft texture.,ready,,curated_batch16
thumb,thumb,1,2,親指,彼は転んで親指を少し痛めた。,He hurt his thumb slightly when he fell.,ready,,curated_batch16
undergraduate,undergraduate,1,2,学部生,その研究室では多くの学部生が実験に参加している。,Many undergraduates take part in the experiments in that lab.,ready,,curated_batch16
wisdom,wisdom,1,2,知恵,年長者の知恵から学べることは多い。,There is much to learn from the wisdom of older people.,ready,,curated_batch16
bride,bride,1,2,花嫁,花嫁は式の前に家族へ感謝の言葉を伝えた。,The bride thanked her family before the ceremony.,ready,,curated_batch16
dictator,dictator,1,2,独裁者,その国は長い間独裁者の支配下にあった。,The country was under the control of a dictator for many years.,ready,,curated_batch16
signature,signature,1,2,署名,契約書には両者の署名が必要だ。,The contract requires the signatures of both parties.,ready,,curated_batch16
testament,testament,1,2,証拠 / 遺言,,The result is a testament to years of effort.,ready,,curated_batch17
attachment,attachment,1,2,愛着 / 添付ファイル,その写真には強い愛着がある。,I have a strong attachment to that photograph.,ready,,curated_batch16
bachelor,bachelor,1,2,独身男性 / 学士,彼はまだ若い独身男性として都会で暮らしている。,He lives in the city as a young bachelor.,ready,,curated_batch16
blister,blister,1,2,まめ / 水ぶくれ,長い登山で足に大きなまめができた。,A long hike left a large blister on my foot.,ready,,curated_batch16
blockade,blockade,1,2,封鎖,道路の封鎖で物資の輸送が大きく遅れた。,The blockade of the road greatly delayed the transport of supplies.,ready,,curated_batch16
condo,condo,1,2,分譲マンション,彼らは駅の近くに新しい分譲マンションを買った。,They bought a new condo near the station.,ready,,curated_batch16
invoice,invoice,1,2,請求書,月末までに請求書を経理部へ提出しなければならない。,The invoice must be submitted to the accounting department by the end of the month.,ready,,curated_batch16
leisure,leisure,1,2,余暇 / 暇,,Reading is one of my favorite leisure activities.,ready,,matched_existing_exact
meditation,meditation,1,2,瞑想,彼は毎朝十分ほど静かに瞑想している。,He spends ten minutes in meditation every morning.,ready,,curated_batch16
procession,procession,1,2,行列 / 行進,祭りの日には色鮮やかな行列が町を進んだ。,A colorful procession moved through the town on the festival day.,ready,,curated_batch16
unrest,unrest,1,2,不安 / 騒乱,社会の不安が広がる中で選挙が行われた。,The election was held amid growing social unrest.,ready,,curated_batch16
equator,equator,1,2,赤道,その国は赤道の近くに位置している。,The country is located near the equator.,ready,,curated_batch16
exhausted,exhausted,1,2,疲れ果てた,長い会議のあとで全員が疲れ果てていた。,Everyone was exhausted after the long meeting.,ready,,curated_batch16
problematic,problematic,1,2,問題のある,その説明にはいくつか問題のある点があった。,There were several problematic points in the explanation.,ready,,curated_batch16
desirable,desirable,1,2,望ましい,その地域では車より公共交通の利用が望ましい。,"In the area, using public transportation is more desirable than using cars.",ready,,curated_batch16
geological,geological,1,2,地質学の / 地質の,調査隊は地質の変化を長期的に観測している。,The survey team is monitoring geological changes over the long term.,ready,,curated_batch16
rash,rash,1,2,軽率な / 発疹,彼の軽率な発言が議論を混乱させた。,His rash remark confused the discussion.,ready,,curated_batch16
solitary,solitary,1,2,孤独な / たった一人の,その研究者は山小屋で一人きりの生活を続けた。,The researcher continued a solitary life in the mountain cabin.,ready,,curated_batch16
uneven,uneven,1,2,でこぼこの / 不均一な,その古い道は表面がでこぼこしていて歩きにくかった。,The old road had an uneven surface and was hard to walk on.,ready,,curated_batch16
antique,antique,1,2,骨董品,その店では古い骨董品の時計が売られていた。,An antique clock was on sale in the shop.,ready,,curated_batch16
economical,economical,1,2,経済的な / 節約になる,その新型車は燃費が良くて経済的だ。,The new car is economical because it uses little fuel.,ready,,curated_batch16
fictional,fictional,1,2,架空の,その小説は架空の町を舞台にしている。,The novel is set in a fictional town.,ready,,curated_batch16
victorious,victorious,1,2,勝利した,選手たちは勝利した笑顔で会場を後にした。,The players left the venue with victorious smiles.,ready,,curated_batch16
witty,witty,1,2,機知に富んだ,彼の機知に富んだ返答に会場が笑いに包まれた。,His witty reply made the audience laugh.,ready,,curated_batch16
blurry,blurry,1,2,ぼやけた,古い写真は少しぼやけていたが価値があった。,The old photo was blurry but valuable.,ready,,curated_batch16
exceptional,exceptional,1,2,並外れた,彼女は並外れた集中力で難しい課題を終えた。,She completed the difficult task with exceptional concentration.,ready,,curated_batch16
finite,finite,1,2,限りのある,地球の資源は限りのあるものとして扱う必要がある。,We need to treat the Earth's resources as finite.,ready,,curated_batch16
on-the-job,on-the-job,1,2,実地の / 仕事をしながらの,,Most of the training was on-the-job and practical.,ready,,curated_batch17
cheery,cheery,1,2,陽気な,,She greeted us with a cheery smile.,ready,,curated_batch17
cowardly,cowardly,1,2,臆病な,,It was cowardly to blame someone else for the mistake.,ready,,curated_batch17
immeasurable,immeasurable,1,2,計り知れない,,Her support had an immeasurable effect on the project.,ready,,curated_batch17
impaired,impaired,1,2,損なわれた / 障害のある,,His vision was temporarily impaired by the bright light.,ready,,curated_batch17
impassable,impassable,1,2,通行できない,,The road became impassable after the flood.,ready,,curated_batch17
inactive,inactive,1,2,活動していない / 不活発な,,The account remained inactive for several months.,ready,,curated_batch17
inconvenient,inconvenient,1,2,不便な,,"The new station is convenient, but the bus route is inconvenient.",ready,,curated_batch17
superstitious,superstitious,1,2,迷信深い,,He is superstitious about certain numbers.,ready,,curated_batch17
unpleasant,unpleasant,1,2,不快な,,It was an unpleasant experience for everyone involved.,ready,,curated_batch17
wicked,wicked,1,2,邪悪な,,The story centers on a wicked ruler.,ready,,curated_batch17
ecological,ecological,1,2,生態学上の / 環境の,,The report examines the ecological impact of tourism.,ready,,curated_batch17
imaginary,imaginary,1,2,想像上の,,The child created an imaginary friend.,ready,,curated_batch17
ripe,ripe,1,2,熟した,,The farmers picked the ripe fruit in the morning.,ready,,curated_batch17
disguise,disguise,1,2,変装させる / 隠す,,He tried to disguise his disappointment with a smile.,ready,,curated_batch17
curb,curb,1,2,(増加や悪化を)抑える,,The new policy aims to curb waste.,ready,,matched_existing_exact
restrain,restrain,1,2,抑える / 制止する,,She tried to restrain her anger during the discussion.,ready,,curated_batch18
stumble,stumble,1,2,つまずく,,He stumbled on the steps in the dark.,ready,,curated_batch18
diminish,diminish,1,2,(徐々に)減少する,,The pain gradually diminished.,ready,,matched_existing_exact
rotate,rotate,1,2,回転する / 交代する,,The earth rotates once every twenty-four hours.,ready,,curated_batch18
compress,compress,1,2,圧縮する / 圧迫する,,The software can compress large files quickly.,ready,,curated_batch18
decode,decode,1,2,解読する,,Experts worked to decode the message.,ready,,curated_batch18
offset,offset,1,2,相殺する / 埋め合わせる,,The savings offset the increase in fuel costs.,ready,,curated_batch18
bid,bid,1,2,入札する / 値をつける,,Several companies bid for the project.,ready,,curated_batch18
burst,burst,1,2,破裂する / 突発的に起こる,,The balloon burst with a loud noise.,ready,,curated_batch18
overtake,overtake,1,2,追い越す / 圧倒する,,The blue car managed to overtake the truck.,ready,,curated_batch18
retain,retain,1,2,保つ / 保持する,,This material retains heat well.,ready,,curated_batch18
litter,litter,1,2,ごみを散らかす / ごみ,,Visitors were asked not to litter the park.,ready,,curated_batch18
prohibit,prohibit,1,2,(規則で)禁止する,,The law prohibits discrimination.,ready,,matched_existing_exact
discipline,discipline,1,2,規律 / しつける,,Daily practice requires discipline.,ready,,curated_batch18
yield,yield,1,2,生み出す / 屈する / 収穫,,The farm yields more rice in warm years.,ready,,curated_batch18
sweep,sweep,1,2,掃く / さっと動く,,She swept the floor before opening the shop.,ready,,curated_batch18
dictate,dictate,1,2,命じる / 書き取らせる,,The manager did not want to dictate every detail.,ready,,curated_batch18
inject,inject,1,2,注入する,,Doctors injected the medicine slowly.,ready,,curated_batch18
urge,urge,1,2,強く促す / 衝動,,Experts urged the public to stay calm.,ready,,curated_batch18
mimic,mimic,1,2,まねる,,The child tried to mimic his teacher's voice.,ready,,curated_batch18
roam,roam,1,2,歩き回る,,Wild deer roam freely in the forest.,ready,,curated_batch18
assess,assess,1,2,(価値や状況を)評価する,,The doctor assessed his condition.,ready,,matched_existing_exact
boast,boast,1,2,自慢する,,He likes to boast about his achievements.,ready,,curated_batch18
drag,drag,1,2,引きずる,,They had to drag the heavy box across the floor.,ready,,curated_batch18
repay,repay,1,2,返済する / 報いる,,He promised to repay the money by Friday.,ready,,curated_batch18
overthrow,overthrow,1,2,打倒する / 転覆させる,,The group attempted to overthrow the government.,ready,,curated_batch18
fulfill,fulfill,1,2,果たす / 満たす,,We must fulfill our responsibilities to the team.,ready,,curated_batch18
doom,doom,1,2,破滅させる / 破滅,,Poor planning can doom a project from the start.,ready,,curated_batch18
affiliate,affiliate,1,2,提携する / 系列会社,,The college is affiliated with a major university.,ready,,curated_batch18
assault,assault,1,2,暴行,,The article covered a serious assault case.,ready,,curated_batch43
testimony,testimony,1,2,証言,,Her testimony changed the course of the trial.,ready,,curated_batch18
errand,errand,1,2,使い / 用事,,I have to run a few errands before lunch.,ready,,curated_batch18
friction,friction,1,2,摩擦 / 不和,,Friction between the two teams slowed progress.,ready,,curated_batch18
coalition,coalition,1,2,連合 / 連立,,Several parties formed a coalition after the election.,ready,,curated_batch18
influx,influx,1,2,流入,,The city saw an influx of visitors during the festival.,ready,,curated_batch18
curse,curse,1,2,ののしる / 呪い,,He began to curse when the machine stopped working.,ready,,curated_batch18
app,app,1,2,アプリ,,The app helps users manage their daily tasks.,ready,,curated_batch18
visibility,visibility,1,2,視界 / 見通し,,Visibility was poor because of the fog.,ready,,curated_batch18
fabric,fabric,1,2,布地,,This fabric feels smooth and light.,ready,,curated_batch18
collision,collision,1,2,衝突,,The collision blocked the road for hours.,ready,,curated_batch18
dioxide,dioxide,1,2,二酸化物,,Plants absorb carbon dioxide from the air.,ready,,curated_batch18
orbit,orbit,1,2,軌道 / 周回する,,The satellite remains in orbit around Earth.,ready,,curated_batch18
literacy,literacy,1,2,読み書き能力,,The program aims to improve literacy among children.,ready,,curated_batch18
scheme,scheme,1,2,計画 / 仕組み,,The city introduced a new recycling scheme.,ready,,curated_batch18
completion,completion,1,2,完成,,The bridge is close to completion.,ready,,curated_batch19
expertise,expertise,1,2,専門知識,,We need someone with legal expertise.,ready,,curated_batch19
diploma,diploma,1,2,卒業証書,,She framed her diploma and hung it on the wall.,ready,,curated_batch19
livelihood,livelihood,1,2,生計,,Fishing is the main livelihood in the village.,ready,,curated_batch19
motive,motive,1,2,動機,,Police are still investigating the motive.,ready,,curated_batch19
recession,recession,1,2,不況,,Many small businesses suffered during the recession.,ready,,curated_batch19
surrounding,surrounding,1,2,周囲の,,We enjoyed the surrounding scenery from the train.,ready,,curated_batch19
venture,venture,1,2,事業 / 思い切って行く,,The startup began as a small family venture.,ready,,curated_batch19
physician,physician,1,2,医師,,You should consult a physician if the pain continues.,ready,,curated_batch19
perspective,perspective,1,2,視点 / 見方,,Travel changed my perspective.,ready,,matched_existing_exact
physics,physics,1,2,物理学,,She chose physics as her major at university.,ready,,curated_batch19
legislation,legislation,1,2,法律 / 法制,,The new legislation will take effect next year.,ready,,curated_batch19
daring,daring,1,2,大胆な,,The rescue team made a daring attempt.,ready,,curated_batch19
transparent,transparent,1,2,透明な / 明白な,,The bottle is made of transparent plastic.,ready,,curated_batch19
tragic,tragic,1,2,悲劇的な,,The accident was a tragic event for the town.,ready,,curated_batch19
sinister,sinister,1,2,不吉な / 邪悪な,,There was something sinister about the empty building.,ready,,curated_batch19
striking,striking,1,2,著しい / 印象的な,,The painting has a striking use of color.,ready,,curated_batch19
plural,plural,1,2,複数の / 複数形,,The noun takes a different ending in the plural form.,ready,,curated_batch19
vital,vital,1,2,極めて重要な / 生命に関わる,,Clean water is vital for public health.,ready,,curated_batch19
sensitive,sensitive,1,2,敏感な / 配慮の必要な,,This is a sensitive issue for many residents.,ready,,curated_batch19
remarkable,remarkable,1,2,注目すべき / 顕著な,,She made remarkable progress in a short time.,ready,,curated_batch19
minimal,minimal,1,2,最小限の,,The damage was minimal after the repairs.,ready,,curated_batch19
bankrupt,bankrupt,1,2,破産した,,The company went bankrupt after years of losses.,ready,,curated_batch19
authentic,authentic,1,2,本物の / 信頼できる,,The museum confirmed that the painting was authentic.,ready,,curated_batch19
moderate,moderate,1,2,適度な / 穏健な,,Moderate exercise can improve your health.,ready,,curated_batch19
alien,alien,1,2,異質な / 外国の,,The customs felt alien to the visitors at first.,ready,,curated_batch19
prompt,prompt,1,2,迅速な / 促す,,Thank you for your prompt reply.,ready,,curated_batch19
random,random,1,2,無作為の / 手当たり次第の,,The names were chosen at random.,ready,,curated_batch19
decisive,decisive,1,2,決定的な / 決断力のある,,The final goal was the decisive moment of the match.,ready,,curated_batch19
inevitable,inevitable,1,2,(避けようがなく)避けられない,,Some mistakes are inevitable at first.,ready,,matched_existing_exact
acid,acid,1,2,酸 / 酸性の,,The liquid contains a strong acid.,ready,,curated_batch19
climatic,climatic,1,2,気候の,,The area has undergone major climatic changes.,ready,,curated_batch19
incredible,incredible,1,2,信じられない / 驚くべき,,She has an incredible memory for names.,ready,,curated_batch19
precise,precise,1,2,(細部まで)正確な,,Please give precise instructions.,ready,,matched_existing_exact
invaluable,invaluable,1,2,非常に貴重な,,Your advice was invaluable to the team.,ready,,curated_batch19
stern,stern,1,2,厳しい,,The coach gave the players a stern warning.,ready,,curated_batch19
indifferent,indifferent,1,2,無関心な,,He seemed indifferent to the criticism.,ready,,curated_batch19
charitable,charitable,1,2,慈善の / 寛大な,,They donated the money to a charitable organization.,ready,,curated_batch19
massive,massive,1,2,巨大な,,A massive wall surrounded the old city.,ready,,curated_batch19
comparable,comparable,1,2,比較できる / 同程度の,,The two products are comparable in quality.,ready,,curated_batch19
irrational,irrational,1,2,不合理な,,Fear can sometimes lead to irrational decisions.,ready,,curated_batch19
cynical,cynical,1,2,皮肉な / 冷笑的な,,His cynical comments upset the team.,ready,,curated_batch19
overly,overly,1,2,過度に,,The instructions were overly complicated.,ready,,curated_batch19
literally,literally,1,2,文字どおりに,,The word cannot be taken literally in this context.,ready,,curated_batch20
voluntarily,voluntarily,1,2,自発的に,,Many students participated voluntarily in the survey.,ready,,curated_batch20
technically,technically,1,2,技術的には / 厳密には,,"Technically, the machine is still under warranty.",ready,,curated_batch20
wholly,wholly,1,2,完全に,,The decision was not wholly unexpected.,ready,,curated_batch20
approximately,approximately,1,2,およそ,,Approximately fifty people attended the lecture.,ready,,curated_batch20
uniquely,uniquely,1,2,独特に / 唯一,,The city is uniquely suited for the event.,ready,,curated_batch20
bewilder,bewilder,1,2,当惑させる,,The sudden question seemed to bewilder him.,ready,,curated_batch20
clutch,clutch,1,2,しっかりつかむ,,She clutched her bag tightly on the crowded train.,ready,,curated_batch20
discard,discard,1,2,捨てる,,Please discard any damaged materials.,ready,,curated_batch20
enlist,enlist,1,2,参加する / 協力を得る,,We enlisted local volunteers to help with the event.,ready,,curated_batch20
heed,heed,1,2,注意を払う,,Drivers should heed the warning signs.,ready,,curated_batch20
liberate,liberate,1,2,解放する,,The reform helped liberate workers from unfair rules.,ready,,curated_batch20
overlap,overlap,1,2,重なる,,Our schedules overlap on Friday afternoon.,ready,,curated_batch20
reconstruct,reconstruct,1,2,再建する / 復元する,,The town worked to reconstruct the damaged bridge.,ready,,curated_batch20
shriek,shriek,1,2,甲高い声を上げる,,Someone shrieked when the lights went out.,ready,,curated_batch20
sprain,sprain,1,2,捻挫する / 捻挫,,He sprained his ankle during practice.,ready,,curated_batch20
resent,resent,1,2,憤る / 不快に思う,,She resented being ignored in the meeting.,ready,,curated_batch20
thrive,thrive,1,2,繁栄する / 元気に育つ,,Small plants can thrive in this climate.,ready,,curated_batch20
embrace,embrace,1,2,受け入れる / 抱きしめる,,The company chose to embrace new technology.,ready,,curated_batch20
excel,excel,1,2,秀でる,,She excels at solving complex problems.,ready,,curated_batch20
enroll,enroll,1,2,登録する / 入学する,,He enrolled in a night course last month.,ready,,curated_batch20
retrieve,retrieve,1,2,取り戻す / 回収する,,She went back to retrieve her notebook.,ready,,curated_batch20
degrade,degrade,1,2,劣化させる / 品位を落とす,,Sunlight can degrade some materials over time.,ready,,curated_batch20
reconcile,reconcile,1,2,和解させる / 調和させる,,They were able to reconcile after a long conversation.,ready,,curated_batch20
contaminate,contaminate,1,2,(水や土壌を)汚染する,,Dirty water can contaminate the soil.,ready,,matched_existing_exact
disrupt,disrupt,1,2,妨害する / 混乱させる,,Snow can disrupt train service in winter.,ready,,curated_batch20
divert,divert,1,2,そらす / 迂回させる,,Police diverted traffic away from the bridge.,ready,,curated_batch20
grumble,grumble,1,2,ぶつぶつ言う,,He began to grumble about the delay.,ready,,curated_batch20
provoke,provoke,1,2,引き起こす / 怒らせる,,The remark could provoke unnecessary conflict.,ready,,curated_batch20
outweigh,outweigh,1,2,上回る,,The benefits outweigh the risks in this case.,ready,,curated_batch20
crave,crave,1,2,強く望む,,"After the hike, we craved cold water.",ready,,curated_batch20
sustain,sustain,1,2,維持する / 支える,,The region cannot sustain growth without more water.,ready,,curated_batch20
disclose,disclose,1,2,明らかにする,,The company declined to disclose the full details.,ready,,curated_batch20
tempt,tempt,1,2,誘惑する,,The smell of fresh bread tempted us inside.,ready,,curated_batch20
resign,resign,1,2,辞職する,,She chose to resign from the committee.,ready,,curated_batch20
dismiss,dismiss,1,2,退ける / 解雇する,,The judge dismissed the complaint.,ready,,curated_batch20
surpass,surpass,1,2,上回る,,This year's sales surpassed expectations.,ready,,curated_batch20
bounce,bounce,1,2,跳ねる / 立ち直る,,The ball bounced high off the wall.,ready,,curated_batch20
bureau,bureau,1,2,局 / 事務局,,The statistics bureau released new data.,ready,,curated_batch20
dependency,dependency,1,2,依存,,The country reduced its dependency on imported fuel.,ready,,curated_batch20
discomfort,discomfort,1,2,不快感,,The new shoes caused some discomfort at first.,ready,,curated_batch20
drawback,drawback,1,2,欠点,,The plan has one serious drawback.,ready,,curated_batch21
feast,feast,1,2,祝宴 / ごちそう,,The family prepared a feast for the holiday.,ready,,curated_batch21
hydrogen,hydrogen,1,2,水素,,Hydrogen is the lightest element.,ready,,curated_batch21
modernization,modernization,1,2,近代化,,The railway system needs modernization.,ready,,curated_batch21
objective,objective,1,2,目的 / 客観的な基準,,Our main objective is quality.,ready,,matched_existing_exact
poll,poll,1,2,世論調査 / 投票,,The latest poll shows rising support for the plan.,ready,,curated_batch21
ration,ration,1,2,配給量 / 配給する,,Water was rationed during the drought.,ready,,curated_batch21
revenue,revenue,1,2,収益,,Tourism is a major source of revenue for the town.,ready,,curated_batch21
scholarship,scholarship,1,2,奨学金 / 学識,,She won a scholarship to study abroad.,ready,,curated_batch21
upbringing,upbringing,1,2,育ち / しつけ,,His upbringing influenced his values.,ready,,curated_batch21
compliment,compliment,1,2,ほめ言葉 / ほめる,,She took the comment as a compliment.,ready,,curated_batch21
excerpt,excerpt,1,2,抜粋,,The magazine published an excerpt from the novel.,ready,,curated_batch21
downturn,downturn,1,2,景気後退 / 落ち込み,,Sales fell during the economic downturn.,ready,,curated_batch21
intersection,intersection,1,2,交差点 / 交差,,Turn left at the next intersection.,ready,,curated_batch21
anarchy,anarchy,1,2,無政府状態,,"Without clear rules, the situation could turn into anarchy.",ready,,curated_batch21
breakup,breakup,1,2,分裂 / 別れ,,The breakup of the company surprised many employees.,ready,,curated_batch21
exemption,exemption,1,2,免除,,Students may qualify for a fee exemption.,ready,,curated_batch21
monarch,monarch,1,2,君主,,The monarch addressed the nation on television.,ready,,curated_batch21
narrative,narrative,1,2,物語 / 話術,,The film has a simple but effective narrative.,ready,,curated_batch21
sensation,sensation,1,2,感覚 / 大評判,,The singer became a sensation overnight.,ready,,curated_batch21
apprentice,apprentice,1,2,見習い,,He worked as an apprentice in a bakery.,ready,,curated_batch21
dehydration,dehydration,1,2,脱水,,Athletes must avoid dehydration in hot weather.,ready,,curated_batch21
questionable,questionable,1,2,疑わしい,,The report was based on questionable data.,ready,,curated_batch21
outdated,outdated,1,2,時代遅れの,,The office still uses outdated equipment.,ready,,curated_batch21
forthcoming,forthcoming,1,2,来たるべき / 率直な,,Details of the forthcoming event were announced.,ready,,curated_batch21
gross,gross,1,2,総計の / ひどい,,The company's gross income increased this year.,ready,,curated_batch21
overdue,overdue,1,2,期限の過ぎた / 待ち望まれた,,The library book is overdue by three days.,ready,,curated_batch21
contemporary,contemporary,1,2,同時代の / 現代の,,The museum features contemporary art.,ready,,matched_existing_exact
drastic,drastic,1,2,思い切った / 極端な,,The city took drastic measures to reduce traffic.,ready,,curated_batch21
conditional,conditional,1,2,条件付きの,,His offer was conditional on quick approval.,ready,,curated_batch21
subjective,subjective,1,2,主観的な,,Art reviews are often subjective.,ready,,curated_batch21
exotic,exotic,1,2,異国風の / 珍しい,,The market sells exotic fruits from overseas.,ready,,curated_batch21
intensive,intensive,1,2,集中的な,,She took an intensive language course.,ready,,curated_batch21
obscure,obscure,1,2,不明瞭な / 無名の,,The meaning of the sentence remained obscure.,ready,,curated_batch21
tedious,tedious,1,2,退屈な,,The paperwork was long and tedious.,ready,,curated_batch21
exclusive,exclusive,1,2,独占的な / 限定的な,,The club is exclusive to members only.,ready,,curated_batch21
decent,decent,1,2,きちんとした / かなり良い,,He earns a decent salary now.,ready,,curated_batch21
considerate,considerate,1,2,思いやりのある,,It was considerate of her to call in advance.,ready,,curated_batch21
durable,durable,1,2,(壊れにくく)長持ちする,,These shoes are light but durable.,ready,,matched_existing_exact
perpetual,perpetual,1,2,絶え間ない / 永続する,,The machine needs repair because of perpetual vibration.,ready,,curated_batch21
proficient,proficient,1,2,熟達した,,She is proficient in three languages.,ready,,curated_batch21
acoustic,acoustic,1,2,音の / 音響の,,The hall was designed for acoustic quality.,ready,,curated_batch21
biographical,biographical,1,2,伝記の,,She is reading a biographical novel about the artist.,ready,,curated_batch21
botanical,botanical,1,2,植物の,,The botanical garden is popular in spring.,ready,,curated_batch22
brutal,brutal,1,2,残酷な / 厳しい,,The runners faced brutal heat during the race.,ready,,curated_batch22
commendable,commendable,1,2,賞賛に値する,,Her efforts to support the community were commendable.,ready,,curated_batch22
desperate,desperate,1,2,必死の / 絶望的な,,They made a desperate attempt to save time.,ready,,curated_batch22
extravagant,extravagant,1,2,ぜいたくな / 派手な,,The hotel lobby had an extravagant design.,ready,,curated_batch22
filthy,filthy,1,2,非常に汚い,,The floor was filthy after the storm.,ready,,curated_batch22
serene,serene,1,2,穏やかな,,The lake looked serene in the morning light.,ready,,curated_batch22
inherent,inherent,1,2,本来備わった,,There are inherent risks in mountain climbing.,ready,,curated_batch22
subsequently,subsequently,1,2,その後,,He moved to Tokyo and subsequently started his own business.,ready,,curated_batch22
deliberately,deliberately,1,2,故意に / 慎重に,,She spoke slowly and deliberately.,ready,,curated_batch22
portray,portray,1,2,描く / 表現する,,The film portrays life in a small village.,ready,,curated_batch22
dispatch,dispatch,1,2,発送する / 派遣する,,The company dispatched the package this morning.,ready,,curated_batch22
amend,amend,1,2,修正する,,The committee voted to amend the proposal.,ready,,curated_batch22
betray,betray,1,2,裏切る / 露呈させる,,His face betrayed his disappointment.,ready,,curated_batch22
wither,wither,1,2,しおれる,,The flowers withered in the heat.,ready,,curated_batch22
omit,omit,1,2,省く,,Please do not omit any important details.,ready,,curated_batch22
fabricate,fabricate,1,2,作り上げる / でっち上げる,,The company fabricates parts for aircraft.,ready,,curated_batch22
violate,violate,1,2,違反する / 侵害する,,The company was fined for violating safety rules.,ready,,curated_batch22
allege,allege,1,2,主張する,,The article alleged that the data had been altered.,ready,,curated_batch22
integrate,integrate,1,2,(別々のものを)統合する,,The program helps newcomers integrate into society.,ready,,matched_existing_exact
underestimate,underestimate,1,2,過小評価する,,Do not underestimate the difficulty of the task.,ready,,curated_batch22
escort,escort,1,2,付き添う / 護衛する,,A staff member escorted the guests to the hall.,ready,,curated_batch22
facilitate,facilitate,1,2,促進する / 容易にする,,The new system facilitates communication between teams.,ready,,curated_batch22
initiate,initiate,1,2,始める / 開始する,,The city initiated a recycling campaign.,ready,,curated_batch22
convey,convey,1,2,伝える / 運ぶ,,Her voice conveyed both relief and joy.,ready,,curated_batch22
populate,populate,1,2,住みつく / 満たす,,Many birds populate the island in summer.,ready,,curated_batch22
reinforce,reinforce,1,2,(さらに)強化する,,The coach's words reinforced my confidence.,ready,,matched_existing_exact
attain,attain,1,2,(目標を)達成する,,She worked hard to attain her goal.,ready,,matched_existing_exact
deceive,deceive,1,2,だます,,He tried to deceive the inspectors with false numbers.,ready,,curated_batch22
